datetime,毛收益,净收益,现金,总市值
2021-06-18,-1.9999999999998863,-6.221999999999886,2462.4234000001475,1128331.7234
2021-06-22,26.7999999999995,22.5127999999995,2484.936200000147,1138359.3362000003
2021-06-24,12.199999999999989,7.883799999999988,21502.873300000145,1146627.2733
2021-06-24,17.19999999999999,12.854799999999988,21502.873300000145,1146627.2733
2021-06-24,190.0,185.81,21502.873300000145,1146627.2733
2021-06-24,23.499999999999943,20.498499999999943,21502.873300000145,1146627.2733
2021-06-24,22.10000000000008,19.14210000000008,21502.873300000145,1146627.2733
2021-06-24,23.09999999999988,20.57389999999988,21502.873300000145,1146627.2733
2021-07-01,-440.0,-460.04,899.306800000152,1154880.1068000002
2021-07-01,44.09999999999968,23.56409999999968,899.306800000152,1154880.1068000002
2021-07-02,-49.7999999999999,-52.8721999999999,61686.451200000156,1150623.7512000003
2021-07-02,-27.700000000000102,-30.294700000000102,61686.451200000156,1150623.7512000003
2021-07-02,0.30000000000001137,-1.7278999999999884,61686.451200000156,1150623.7512000003
2021-07-02,-17.900000000000205,-20.239900000000205,61686.451200000156,1150623.7512000003
2021-07-02,3.400000000000176,1.305400000000176,61686.451200000156,1150623.7512000003
2021-07-02,0.40000000000006253,-1.6845999999999375,61686.451200000156,1150623.7512000003
2021-07-02,0.9999999999999432,-1.389000000000057,61686.451200000156,1150623.7512000003
2021-07-02,-28.199999999999932,-30.968199999999932,61686.451200000156,1150623.7512000003
2021-07-02,4.899999999999807,2.8348999999998066,61686.451200000156,1150623.7512000003
2021-07-02,-6.999999999999886,-9.144999999999886,61686.451200000156,1150623.7512000003
2021-07-02,-43.49999999999994,-46.156499999999944,61686.451200000156,1150623.7512000003
2021-07-02,-39.89999999999995,-42.46009999999995,61686.451200000156,1150623.7512000003
2021-07-02,-8.699999999999903,-10.800899999999903,61686.451200000156,1150623.7512000003
2021-07-02,-17.60000000000005,-19.70740000000005,61686.451200000156,1150623.7512000003
2021-07-02,-0.10000000000019327,-3.3641000000001933,61686.451200000156,1150623.7512000003
2021-07-02,23.699999999999903,21.375499999999903,61686.451200000156,1150623.7512000003
2021-07-02,-15.999999999999943,-18.155999999999942,61686.451200000156,1150623.7512000003
2021-07-02,-20.999999999999943,-23.790999999999944,61686.451200000156,1150623.7512000003
2021-07-02,-1.600000000000108,-3.651400000000108,61686.451200000156,1150623.7512000003
2021-07-02,-1.0999999999999943,-3.2088999999999945,61686.451200000156,1150623.7512000003
2021-07-02,0.40000000000006253,-1.5631999999999375,61686.451200000156,1150623.7512000003
2021-07-02,4.60000000000008,2.26720000000008,61686.451200000156,1150623.7512000003
2021-07-02,-9.60000000000008,-11.68340000000008,61686.451200000156,1150623.7512000003
2021-07-02,1.2999999999999545,-1.1037000000000456,61686.451200000156,1150623.7512000003
2021-07-02,0.10000000000005116,-1.945099999999949,61686.451200000156,1150623.7512000003
2021-07-02,-18.999999999999915,-21.225199999999916,61686.451200000156,1150623.7512000003
2021-07-02,-91.09999999999985,-94.10909999999986,61686.451200000156,1150623.7512000003
2021-07-02,-10.200000000000102,-12.372200000000102,61686.451200000156,1150623.7512000003
2021-07-02,-3.0000000000001137,-5.050800000000113,61686.451200000156,1150623.7512000003
2021-07-02,-80.0,-83.2,61686.451200000156,1150623.7512000003
2021-07-02,4.5999999999999375,2.0953999999999375,61686.451200000156,1150623.7512000003
2021-07-02,-4.399999999999977,-6.715599999999977,61686.451200000156,1150623.7512000003
2021-07-02,16.80000000000021,14.536800000000209,61686.451200000156,1150623.7512000003
2021-07-02,-8.099999999999739,-10.14829999999974,61686.451200000156,1150623.7512000003
2021-07-07,5.400000000000205,-3.1163999999997944,1121.219300000123,1174605.7193000005
2021-07-07,-106.19999999999976,-115.27379999999977,1121.219300000123,1174605.7193000005
2021-07-07,52.5,44.7975,1121.219300000123,1174605.7193000005
2021-07-07,10.400000000000205,2.2816000000002035,1121.219300000123,1174605.7193000005
2021-07-07,-3.1999999999993634,-12.335199999999364,1121.219300000123,1174605.7193000005
2021-07-07,16.800000000000068,8.306400000000068,1121.219300000123,1174605.7193000005
2021-07-07,-15.0,-23.385,1121.219300000123,1174605.7193000005
2021-07-08,9177.1,8926.8223,36828.629000000146,1185248.0290000003
2021-07-08,0.9999999999999432,-3.1690000000000573,36828.629000000146,1185248.0290000003
2021-07-08,1.8000000000000682,-2.975799999999932,36828.629000000146,1185248.0290000003
2021-07-08,75.4000000000002,69.9634000000002,36828.629000000146,1185248.0290000003
2021-07-08,28.199999999999932,24.043799999999933,36828.629000000146,1185248.0290000003
2021-07-08,17.19999999999999,12.922799999999988,36828.629000000146,1185248.0290000003
2021-07-08,-69.80000000000018,-74.12580000000018,36828.629000000146,1185248.0290000003
2021-07-08,29.20000000000016,23.67080000000016,36828.629000000146,1185248.0290000003
2021-07-08,-1.2999999999999545,-6.556699999999955,36828.629000000146,1185248.0290000003
2021-07-08,38.40000000000032,32.88640000000032,36828.629000000146,1185248.0290000003
2021-07-08,13.199999999999932,9.003199999999932,36828.629000000146,1185248.0290000003
2021-07-08,3.400000000000034,-0.7673999999999657,36828.629000000146,1185248.0290000003
2021-07-08,11.699999999999875,8.408299999999874,36828.629000000146,1185248.0290000003
2021-07-08,36.999999999999886,32.21219999999988,36828.629000000146,1185248.0290000003
2021-07-08,23.599999999999852,19.331599999999852,36828.629000000146,1185248.0290000003
2021-07-08,-60.0,-63.95,36828.629000000146,1185248.0290000003
2021-07-08,51.80000000000007,46.572200000000066,36828.629000000146,1185248.0290000003
2021-07-08,-6.800000000000352,-10.890800000000352,36828.629000000146,1185248.0290000003
2021-07-08,2.0000000000001705,-2.2071999999998297,36828.629000000146,1185248.0290000003
2021-07-08,-0.9999999999999432,-4.932999999999943,36828.629000000146,1185248.0290000003
2021-07-08,8.199999999999932,3.491799999999932,36828.629000000146,1185248.0290000003
2021-07-08,150.60000000000002,146.46940000000004,36828.629000000146,1185248.0290000003
2021-07-08,-0.5999999999997385,-4.761799999999738,36828.629000000146,1185248.0290000003
2021-07-08,-6.799999999999926,-8.399199999999926,36828.629000000146,1185248.0290000003
2021-07-13,69.30000000000064,48.229300000000634,90184.72910000014,1201791.0291000002
2021-07-13,116.19999999999976,93.91619999999976,90184.72910000014,1201791.0291000002
2021-07-13,8.599999999999994,6.564799999999995,90184.72910000014,1201791.0291000002
2021-07-13,12.000000000000028,9.846000000000029,90184.72910000014,1201791.0291000002
2021-07-13,0.9000000000000341,-1.1478999999999657,90184.72910000014,1201791.0291000002
2021-07-13,30.0,27.798000000000002,90184.72910000014,1201791.0291000002
2021-07-13,5.0,2.795,90184.72910000014,1201791.0291000002
2021-07-13,4.80000000000004,2.7480000000000397,90184.72910000014,1201791.0291000002
2021-07-13,11.400000000000006,9.353400000000006,90184.72910000014,1201791.0291000002
2021-07-13,-2.9999999999999716,-5.112999999999971,90184.72910000014,1201791.0291000002
2021-07-13,5.300000000000011,3.1697000000000113,90184.72910000014,1201791.0291000002
2021-07-13,24.000000000000057,22.000000000000057,90184.72910000014,1201791.0291000002
2021-07-13,1.9000000000001194,-0.2240999999998805,90184.72910000014,1201791.0291000002
2021-07-13,45.99999999999994,43.76599999999994,90184.72910000014,1201791.0291000002
2021-07-13,-2.399999999999949,-4.607599999999949,90184.72910000014,1201791.0291000002
2021-07-13,7.199999999999989,5.177799999999989,90184.72910000014,1201791.0291000002
2021-07-13,24.000000000000057,21.790000000000056,90184.72910000014,1201791.0291000002
2021-07-13,9.399999999999977,7.3415999999999775,90184.72910000014,1201791.0291000002
2021-07-13,4.899999999999949,2.8292999999999484,90184.72910000014,1201791.0291000002
2021-07-13,22.10000000000008,20.07810000000008,90184.72910000014,1201791.0291000002
2021-07-13,21.700000000000017,19.596500000000017,90184.72910000014,1201791.0291000002
2021-07-13,0.0,-2.1,90184.72910000014,1201791.0291000002
2021-07-13,21.500000000000057,19.358900000000055,90184.72910000014,1201791.0291000002
2021-07-13,1.2999999999999545,-0.8103000000000455,90184.72910000014,1201791.0291000002
2021-07-13,6.2999999999999545,4.275299999999954,90184.72910000014,1201791.0291000002
2021-07-13,0.30000000000001137,-1.762699999999989,90184.72910000014,1201791.0291000002
2021-07-13,4.399999999999977,2.3793999999999773,90184.72910000014,1201791.0291000002
2021-07-13,9.000000000000057,6.8660000000000565,90184.72910000014,1201791.0291000002
